b'RCS\xc2\xa0#',b'Sort1',b'Sort2',b'Doc.',b'Subject/Motion',b'Date',b'Vote',b'Aye',b'No',b'Not\xc2\xa0Voting',b'Exc.\xc2\xa0Abs.',b'Exc.\xc2\xa0Vote',b'Total\xc2\xa0Votes',b'Result' 
b'822',b'S',b'852',b'SB 852',b'Town of Bakersville/Town of Clyde/Deannex.      Third Reading',b'6/2/2016 10:15 AM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'823',b'S',b'874',b'SB 874',b'Sanford/Harnett OT.      Third Reading',b'6/2/2016 10:15 AM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'824',b'S',b'875',b'SB 875',b'Town of Sunset Beach/Deannexation.      Third Reading',b'6/2/2016 10:16 AM',b'Aye',b'PASS',b'45',b'3',b'0',b'2',b'0',b'48'
b'825',b'S',b'867',b'SB 867',b'Protect Students in Schools.      Third Reading',b'6/2/2016 10:17 AM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'831',b'S',b'717',b'SJR 717',b'Adjournment Resolution.      Second Reading',b'7/2/2015 1:18 PM',b'Aye',b'PASS',b'68',b'33',b'3',b'16',b'0',b'101'
b'835',b'S',b'891',b'SJR 891',"b'Honor Lindsay C. Warren, Jr., Former Member.      Second Reading'",b'6/7/2016 2:32 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'836',b'S',b'892',b'SJR 892',"b'Honor John H. Kerr, III, Former Member.      Second Reading'",b'6/8/2016 2:54 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'837',b'S',b'252',b'SB 252',b'Repeal Clay County Wildlife Exclusion.      Second Reading',b'7/15/2015 2:53 PM',b'Aye',b'PASS',b'105',b'6',b'1',b'8',b'0',b'111'
b'838',b'S',b'678',b'SB 678',b'Amend Debt Collection Statutes.      Second Reading',b'7/16/2015 11:11 AM',b'Aye',b'PASS',b'70',b'38',b'0',b'12',b'0',b'108'
b'839',b'S',b'878',b'SB 878',"b""Jonesville/Boonville/East Bend/Even-Yr Elec'n.      Third Reading""",b'6/9/2016 11:17 AM',b'Aye',b'PASS',b'45',b'0',b'0',b'5',b'0',b'45'
b'840',b'S',b'50',b'SB 50',b'Wilson County Occupancy Tax Modification.      Second Reading',b'7/20/2015 7:17 PM',b'Aye',b'PASS',b'91',b'14',b'1',b'14',b'0',b'105'
b'841',b'S',b'678',b'SB 678',b'Amend Debt Collection Statutes.      A1 Szoka   Third Reading',b'7/20/2015 7:21 PM',b'Aye',b'PASS',b'104',b'2',b'0',b'14',b'0',b'106'
b'842',b'S',b'678',b'SB 678',b'Amend Debt Collection Statutes.      Third Reading',b'7/20/2015 7:25 PM',b'Aye',b'PASS',b'90',b'14',b'2',b'14',b'0',b'104'
b'843',b'S',b'679',b'SB 679',b'NC Consumer Finance Act Amendments.      A1 Szoka   Second Reading',b'7/20/2015 7:27 PM',b'Aye',b'PASS',b'102',b'1',b'3',b'14',b'0',b'103'
b'844',b'S',b'679',b'SB 679',b'NC Consumer Finance Act Amendments.      Second Reading',b'7/20/2015 7:35 PM',b'Aye',b'PASS',b'99',b'5',b'2',b'14',b'0',b'104'
b'845',b'S',b'22',b'SB 22',b'Historic Artifact Management and Patriotism Act.      A1 Glazier   Second Reading',b'7/20/2015 7:56 PM',b'No',b'FAIL',b'45',b'60',b'1',b'14',b'0',b'105'
b'845',b'S',b'893',b'SJR 893',"b'Honor Henson P. Barnes, Former Member.      Second Reading'",b'6/14/2016 3:02 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'846',b'S',b'22',b'SB 22',b'Historic Artifact Management and Patriotism Act.      A2 Floyd   Second Reading',b'7/20/2015 8:04 PM',b'No',b'FAIL',b'40',b'64',b'2',b'14',b'0',b'104'
b'847',b'S',b'22',b'SB 22',"b'Historic Artifact Management and Patriotism Act.      A3 Turner, B.   Second Reading'",b'7/20/2015 8:10 PM',b'No',b'FAIL',b'39',b'67',b'1',b'13',b'0',b'106'
b'848',b'S',b'22',b'SB 22',b'Historic Artifact Management and Patriotism Act.      Second Reading',b'7/20/2015 8:35 PM',b'Aye',b'PASS',b'70',b'37',b'0',b'13',b'0',b'107'
b'850',b'S',b'160',b'SB 160',b'Official State Veterans Day Parade.      Motion 9 To Concur',b'6/14/2016 3:28 PM',b'Aye',b'PASS',b'45',b'1',b'0',b'4',b'0',b'46'
b'855',b'S',b'50',b'SB 50',b'Wilson County Occupancy Tax Modification.      Third Reading',b'7/21/2015 1:07 PM',b'Aye',b'PASS',b'92',b'14',b'3',b'11',b'0',b'106'
b'857',b'S',b'182',b'SB 182',b'Automatic License Plate Readers.      A1 Blackwell   Second Reading',b'7/21/2015 1:13 PM',b'Aye',b'PASS',b'104',b'2',b'4',b'10',b'0',b'106'
b'858',b'S',b'182',b'SB 182',b'Automatic License Plate Readers.      A2 Hager   Second Reading',b'7/21/2015 1:14 PM',b'Aye',b'PASS',b'105',b'1',b'4',b'10',b'0',b'106'
b'859',b'S',b'182',b'SB 182',b'Automatic License Plate Readers.      Second Reading',b'7/21/2015 1:17 PM',b'Aye',b'PASS',b'106',b'2',b'2',b'10',b'0',b'108'
b'860',b'S',b'192',b'SB 192',b'Citations/Sheriffs Accept Faxes.      Second Reading',b'7/21/2015 1:20 PM',b'Aye',b'PASS',b'109',b'0',b'3',b'8',b'0',b'109'
b'861',b'S',b'345',b'SB 345',b'Limit Storage Duration for Damaged Vehicle.      Second Reading',b'7/21/2015 1:23 PM',b'Aye',b'PASS',b'110',b'0',b'2',b'8',b'0',b'110'
b'866',b'S',b'22',b'SB 22',"b'Historic Artifact Management and Patriotism Act.      A4 Hall, L. M3 To Lay On The Table  Third Reading'",b'7/21/2015 1:45 PM',b'Aye',b'PASS',b'59',b'42',b'11',b'8',b'0',b'101'
b'867',b'S',b'22',b'SB 22',"b'Historic Artifact Management and Patriotism Act.      A5 Turner, B.   Third Reading'",b'7/21/2015 1:51 PM',b'No',b'FAIL',b'42',b'67',b'3',b'8',b'0',b'109'
b'868',b'S',b'734',b'SB 734',b'Statewide Standing Order/Opioid Antagonist.      Motion 9 To Concur',b'6/15/2016 4:11 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'868',b'S',b'22',b'SB 22',b'Historic Artifact Management and Patriotism Act.      Motion to Table the Motion to Re-Ref  Third Reading',b'7/21/2015 2:55 PM',b'Aye',b'PASS',b'67',b'41',b'4',b'8',b'0',b'108'
b'869',b'S',b'22',b'SB 22',b'Historic Artifact Management and Patriotism Act.      Third Reading',b'7/21/2015 3:00 PM',b'Aye',b'PASS',b'70',b'39',b'3',b'8',b'0',b'109'
b'869',b'S',b'382',b'SB 382',b'Revision of SB 612.      Motion 9 To Concur',b'6/15/2016 4:33 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'872',b'S',b'888',b'SB 888',b'Buncombe School Capital Fund Commission.      Second Reading',b'6/16/2016 11:21 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'873',b'S',b'770',b'SB 770',b'NC Farm Act of 2016.      Amendment 1',b'6/16/2016 11:28 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'874',b'S',b'770',b'SB 770',b'NC Farm Act of 2016.      Second Reading',b'6/16/2016 11:35 AM',b'Aye',b'PASS',b'43',b'3',b'0',b'4',b'0',b'46'
b'874',b'S',b'374',b'SB 374',"b'Modify For-Hire License Logbook Requirement.      A1 Bell, J.   Second Reading'",b'7/22/2015 1:29 PM',b'Aye',b'PASS',b'79',b'23',b'5',b'13',b'0',b'102'
b'875',b'S',b'374',b'SB 374',b'Modify For-Hire License Logbook Requirement.      Second Reading',b'7/22/2015 1:33 PM',b'Aye',b'PASS',b'78',b'24',b'5',b'13',b'0',b'102'
b'875',b'S',b'747',b'SB 747',b'State-Owned Real Property Management/PED.      Second Reading',b'6/16/2016 11:37 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'876',b'S',b'791',b'SB 791',b'LPA Comm. Contractor Rate Revision and Study.      Second Reading',b'6/16/2016 11:39 AM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'885',b'S',b'374',b'SB 374',b'Modify For-Hire License Logbook Requirement.      Third Reading',b'7/28/2015 3:40 PM',b'Aye',b'PASS',b'82',b'24',b'0',b'14',b'0',b'106'
b'886',b'S',b'82',b'SB 82',b'Vital Records Integrity Act.      Second Reading',b'7/28/2015 3:41 PM',b'Aye',b'PASS',b'106',b'0',b'0',b'14',b'0',b'106'
b'888',b'S',b'183',b'SB 183',b'Eliminate Confinement Response Violations for Misdemeanants.      Second Reading',b'7/29/2015 11:34 AM',b'Aye',b'PASS',b'105',b'1',b'2',b'12',b'0',b'106'
b'889',b'S',b'233',b'SB 233',b'Automatic Expunction/Mistaken Identity.      Second Reading',b'7/29/2015 11:38 AM',b'Aye',b'PASS',b'108',b'0',b'0',b'12',b'0',b'108'
b'889',b'S',b'896',b'SR 896',b'Confirm Ben Shelton/Agriculture Board.      Motion 8 To Adopt',b'6/16/2016 12:05 PM',b'Aye',b'PASS',b'46',b'0',b'0',b'4',b'0',b'46'
b'890',b'S',b'581',b'SB 581',b'Study Subdivision Streets/Traffic Calming Devices.      Second Reading',b'7/29/2015 11:58 AM',b'Aye',b'PASS',b'107',b'0',b'1',b'12',b'0',b'107'
b'891',b'S',b'371',b'SB 371',b'LME/MCO Claims Reporting/Mental Health Amends.      Motion 9 To Concur',b'6/16/2016 12:09 PM',b'No',b'FAIL',b'0',b'45',b'0',b'4',b'1',b'45'
b'895',b'S',b'770',b'SB 770',b'NC Farm Act of 2016.      Third Reading',b'6/20/2016 7:16 PM',b'Aye',b'PASS',b'44',b'3',b'1',b'2',b'0',b'47'
b'896',b'S',b'481',b'SB 481',b'Fund Small Businesses/Publish DOR Rulings.      Amendment 1',b'6/20/2016 7:18 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'897',b'S',b'481',b'SB 481',b'Fund Small Businesses/Publish DOR Rulings.      Second Reading',b'6/20/2016 7:21 PM',b'Aye',b'PASS',b'48',b'0',b'0',b'2',b'0',b'48'
b'899',b'S',b'336',b'SB 336',b'Estate Planning/Uniform Trust Code.      C RPT Adoption',b'8/3/2015 7:19 PM',b'Aye',b'PASS',b'106',b'1',b'1',b'12',b'0',b'107'
b'900',b'S',b'273',b'SB 273',b'Motor Vehicle Tax: Waive Penalties/Interest.      A1 Collins   Second Reading',b'8/3/2015 7:24 PM',b'Aye',b'PASS',b'107',b'0',b'1',b'12',b'0',b'107'
b'900',b'S',b'747',b'SB 747',b'State-Owned Real Property Management/PED.      Amendment 1',b'6/20/2016 7:26 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'901',b'S',b'747',b'SB 747',b'State-Owned Real Property Management/PED.      Third Reading',b'6/20/2016 7:26 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'901',b'S',b'273',b'SB 273',b'Motor Vehicle Tax: Waive Penalties/Interest.      Second Reading',b'8/3/2015 7:25 PM',b'Aye',b'PASS',b'107',b'0',b'1',b'12',b'0',b'107'
b'913',b'S',b'330',b'SB 330',b'Change Orders on School Construction Projects.      Motion 9 To Concur',b'6/20/2016 8:29 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'914',b'S',b'536',b'SB 536',b'Students Know Before You Go and Central Resid.      Motion 9 To Concur',b'6/20/2016 8:31 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'914',b'S',b'199',b'SB 199',b'Funds Deposited with Clerk of Court.      Second Reading',b'8/4/2015 1:24 PM',b'Aye',b'PASS',b'110',b'0',b'1',b'9',b'0',b'110'
b'915',b'S',b'386',b'SB 386',b'Registers of Deeds/Uniform Commercial Code Recording Fees.      Second Reading',b'8/4/2015 1:26 PM',b'Aye',b'PASS',b'110',b'0',b'1',b'9',b'0',b'110'
b'917',b'S',b'303',b'SB 303',b'Regulatory Reform Act of 2016.      Motion 9 To Concur',b'6/21/2016 2:18 PM',b'No',b'FAIL',b'1',b'46',b'0',b'3',b'0',b'47'
b'919',b'S',b'199',b'SB 199',b'Funds Deposited with Clerk of Court.      A1 Stam   Third Reading',b'8/5/2015 2:37 PM',b'Aye',b'PASS',b'110',b'0',b'0',b'10',b'0',b'110'
b'920',b'S',b'199',b'SB 199',b'Funds Deposited with Clerk of Court.      Third Reading',b'8/5/2015 2:37 PM',b'Aye',b'PASS',b'110',b'0',b'0',b'10',b'0',b'110'
b'920',b'S',b'803',b'SB 803',"b'Rev Laws Technical, Clarifying, and Admin. Chg.      Second Reading'",b'6/22/2016 12:32 PM',b'Aye',b'PASS',b'42',b'0',b'2',b'6',b'0',b'42'
b'921',b'S',b'872',b'SB 872',b'UNC Self-Liquidating Projects.      Second Reading',b'6/22/2016 12:34 PM',b'Aye',b'PASS',b'43',b'0',b'1',b'6',b'0',b'43'
b'928',b'S',b'429',b'SB 429',b'Labor/2015 Technical and Conforming Changes.      Second Reading',b'8/6/2015 10:24 AM',b'Aye',b'PASS',b'107',b'1',b'1',b'11',b'0',b'108'
b'930',b'S',b'803',b'SB 803',"b'Rev Laws Technical, Clarifying, and Admin. Chg.      Third Reading'",b'6/23/2016 11:16 AM',b'Aye',b'PASS',b'40',b'0',b'5',b'5',b'0',b'40'
b'931',b'S',b'872',b'SB 872',b'UNC Self-Liquidating Projects.      Third Reading',b'6/23/2016 11:17 AM',b'Aye',b'PASS',b'43',b'1',b'1',b'5',b'0',b'44'
b'932',b'S',b'894',b'SJR 894',"b'Honor John Jordan, Jr., Former Member.      Second Reading'",b'6/23/2016 11:43 AM',b'Aye',b'PASS',b'44',b'0',b'1',b'5',b'0',b'44'
b'938',b'S',b'795',b'SB 795',b'Clay County Courthouse.      Motion 9 To Concur',b'6/24/2016 3:42 PM',b'Aye',b'PASS',b'40',b'0',b'1',b'9',b'0',b'40'
b'939',b'S',b'831',b'SB 831',b'Duplin/Sampson/Detention Contracts/Animals.      Motion 9 To Concur',b'6/24/2016 3:43 PM',b'Aye',b'PASS',b'40',b'0',b'1',b'9',b'0',b'40'
b'940',b'S',b'849',b'SB 849',b'Wake Cty Towns Donate Retired Service Animals.      Motion 9 To Concur',b'6/24/2016 3:43 PM',b'Aye',b'PASS',b'40',b'0',b'1',b'9',b'0',b'40'
b'941',b'S',b'883',b'SB 883',b'Northampton County/WRC Shooting Ranges.      Motion 9 To Concur',b'6/24/2016 3:44 PM',b'Aye',b'PASS',b'40',b'0',b'1',b'9',b'0',b'40'
b'943',b'S',b'699',b'SB 699',b'Protect Law Enforcement Officers Home Address/Other Information.      A1 Malone   Second Reading',b'8/10/2015 7:31 PM',b'Aye',b'PASS',b'107',b'0',b'3',b'10',b'0',b'107'
b'944',b'S',b'699',b'SB 699',b'Protect Law Enforcement Officers Home Address/Other Information.      Second Reading',b'8/10/2015 7:32 PM',b'Aye',b'PASS',b'106',b'0',b'4',b'10',b'0',b'106'
b'945',b'S',b'815',b'SB 815',b'Charter School in State Health Plan.      Second Reading',b'6/24/2016 4:04 PM',b'Aye',b'PASS',b'40',b'0',b'0',b'10',b'0',b'40'
b'946',b'S',b'865',b'SB 865',b'State Health Plan/Admin Changes/Local Govts.      Second Reading',b'6/24/2016 4:07 PM',b'Aye',b'PASS',b'40',b'0',b'0',b'10',b'0',b'40'
b'953',b'S',b'162',b'SJR 162',"b'Honor Dan Simpson, Former Member.      Second Reading'",b'8/12/2015 3:18 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'953',b'S',b'19',b'SB 19',b'Uniform Recording Fees - Register of Deeds.      Motion 9 To Concur',b'6/24/2016 4:19 PM',b'Aye',b'PASS',b'39',b'0',b'0',b'11',b'0',b'39'
b'954',b'S',b'600',b'SB 600',b'Appraiser Compensation/Judge Perform Marriage.      Motion 9 To Concur',b'6/24/2016 4:22 PM',b'Aye',b'PASS',b'35',b'4',b'0',b'11',b'0',b'39'
b'955',b'S',b'792',b'SB 792',b'State IT Contracts/Contractor Liability.      Motion 9 To Concur',b'6/24/2016 4:23 PM',b'Aye',b'PASS',b'39',b'0',b'0',b'11',b'0',b'39'
b'955',b'S',b'560',b'SB 560',b'2015 Continuing Budget Authority.      Second Reading',b'8/12/2015 3:29 PM',b'Aye',b'PASS',b'113',b'2',b'0',b'5',b'0',b'115'
b'956',b'S',b'332',b'SB 332',b'Register of Deeds-POA Indexing Fees.      Second Reading',b'8/12/2015 3:32 PM',b'Aye',b'PASS',b'113',b'0',b'2',b'5',b'0',b'113'
b'957',b'S',b'448',b'SB 448',b'Equalize Tax on Propane Used as a Motor Fuel.      Second Reading',b'8/12/2015 3:34 PM',b'Aye',b'PASS',b'114',b'0',b'0',b'6',b'0',b'114'
b'960',b'S',b'15',b'SB 15',b'Unemployment Insurance Law Changes.      Second Reading',b'8/13/2015 11:47 AM',b'Aye',b'PASS',b'82',b'27',b'2',b'9',b'0',b'109'
b'960',b'S',b'897',b'SB 897',b'Asheville City Council Districts.      Second Reading',b'6/27/2016 4:03 PM',b'Aye',b'PASS',b'33',b'16',b'0',b'1',b'0',b'49'
b'964',b'S',b'446',b'SB 446',b'Dealer Loaners/Unmanned Aircraft/Brunswick County.      A1 Torbett   Second Reading',b'8/13/2015 1:18 PM',b'Excused Absence',b'PASS',b'108',b'1',b'1',b'10',b'0',b'109'
b'965',b'S',b'446',b'SB 446',b'Dealer Loaners/Unmanned Aircraft/Brunswick County.      Second Reading',b'8/13/2015 1:26 PM',b'Aye',b'PASS',b'106',b'4',b'1',b'9',b'0',b'110'
b'966',b'S',b'52',b'SB 52',b'Cities/Means For Activating Parking Meters.      Second Reading',b'8/13/2015 1:31 PM',b'Aye',b'PASS',b'106',b'4',b'1',b'9',b'0',b'110'
b'967',b'S',b'477',b'SB 477',b'Transfer of Bladen Correctional Facility.      Second Reading',b'8/13/2015 1:33 PM',b'Aye',b'PASS',b'110',b'0',b'1',b'9',b'0',b'110'
b'967',b'S',b'554',b'SB 554',b'School Building Leases.      Second Reading',b'6/27/2016 4:17 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'968',b'S',b'886',b'SB 886',b'Retirement Amendments.      Amendment 1',b'6/27/2016 4:20 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'968',b'S',b'720',b'SJR 720',b'Honor World War II Veterans.      Second Reading',b'8/18/2015 3:40 PM',b'Aye',b'PASS',b'110',b'0',b'0',b'10',b'0',b'110'
b'969',b'S',b'886',b'SB 886',b'Retirement Amendments.      Second Reading',b'6/27/2016 4:21 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'971',b'S',b'185',b'SB 185',b'Clarify Credit for Time Served.      Second Reading',b'8/18/2015 3:56 PM',b'Aye',b'PASS',b'108',b'2',b'0',b'10',b'0',b'110'
b'973',b'S',b'101',b'SB 101',b'Omnibus Local Act.      Second Reading',b'8/19/2015 2:35 PM',b'Aye',b'PASS',b'115',b'0',b'0',b'5',b'0',b'115'
b'975',b'S',b'15',b'SB 15',b'Unemployment Insurance Law Changes.      A1 Jordan   Third Reading',b'8/20/2015 10:40 AM',b'No',b'FAIL',b'49',b'60',b'1',b'10',b'0',b'109'
b'976',b'S',b'15',b'SB 15',b'Unemployment Insurance Law Changes.      Third Reading',b'8/20/2015 10:43 AM',b'Aye',b'PASS',b'83',b'27',b'0',b'10',b'0',b'110'
b'977',b'S',b'665',b'SB 665',b'Unclaimed Life Insurance Benefits.      A1 Burr   Second Reading',b'8/20/2015 10:47 AM',b'Aye',b'PASS',b'110',b'0',b'0',b'10',b'0',b'110'
b'978',b'S',b'665',b'SB 665',b'Unclaimed Life Insurance Benefits.      Second Reading',b'8/20/2015 10:48 AM',b'Aye',b'PASS',b'110',b'0',b'0',b'10',b'0',b'110'
b'979',b'S',b'675',b'SB 675',b'Limit Parole Review Frequency.      Second Reading',b'8/20/2015 10:50 AM',b'Aye',b'PASS',b'108',b'1',b'1',b'10',b'0',b'109'
b'980',b'S',b'156',b'SB 156',b'Mt. Gilead Charter Revision and Consolidation.      Second Reading',b'8/26/2015 2:14 PM',b'Aye',b'PASS',b'113',b'0',b'3',b'4',b'0',b'113'
b'981',b'S',b'541',b'SB 541',b'Regulate Transportation Network Companies.      Second Reading',b'8/26/2015 2:16 PM',b'Aye',b'PASS',b'112',b'2',b'2',b'4',b'0',b'114'
b'982',b'S',b'304',b'SB 304',b'Administration of Logo Sign Program.      Second Reading',b'8/26/2015 2:18 PM',b'Aye',b'PASS',b'115',b'0',b'1',b'4',b'0',b'115'
b'983',b'S',b'399',b'SB 399',b'Joint Agency Tax Refund.      Second Reading',b'8/26/2015 2:20 PM',b'Aye',b'PASS',b'115',b'0',b'1',b'4',b'0',b'115'
b'984',b'S',b'541',b'SB 541',b'Regulate Transportation Network Companies.      Third Reading',b'8/27/2015 10:30 AM',b'Aye',b'PASS',b'109',b'2',b'2',b'7',b'0',b'111'
b'986',b'S',b'399',b'SB 399',b'Joint Agency Tax Refund.      Third Reading',b'8/27/2015 10:35 AM',b'Aye',b'PASS',b'112',b'0',b'1',b'7',b'0',b'112'
b'987',b'S',b'378',b'SB 378',b'Increase Punishment/Misdemeanor Death by Vehicle.      Second Reading',b'9/1/2015 12:19 PM',b'Aye',b'PASS',b'101',b'0',b'2',b'17',b'0',b'101'
b'988',b'S',b'774',b'SB 774',b'Marvin and Asheboro/Deannexation.      For Concurrence  Second Reading',b'6/28/2016 4:44 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'989',b'S',b'852',b'SB 852',b'Town of Bakersville/Town of Clyde/Deannex.      For Concurrence  Second Reading',b'6/28/2016 4:44 PM',b'Aye',b'PASS',b'47',b'0',b'1',b'2',b'0',b'47'
b'989',b'S',b'378',b'SB 378',b'Increase Punishment/Misdemeanor Death by Vehicle.      Third Reading',b'9/2/2015 1:18 PM',b'Aye',b'PASS',b'104',b'0',b'2',b'14',b'0',b'104'
b'990',b'S',b'238',b'SB 238',b'Stalking by GPS/Criminal Offense.      A1 Faircloth   Second Reading',b'9/2/2015 1:26 PM',b'Aye',b'PASS',b'101',b'3',b'2',b'14',b'0',b'104'
b'991',b'S',b'238',b'SB 238',b'Stalking by GPS/Criminal Offense.      A2 Speciale   Second Reading',b'9/2/2015 1:35 PM',b'Aye',b'FAIL',b'15',b'89',b'2',b'14',b'0',b'104'
b'992',b'S',b'238',b'SB 238',b'Stalking by GPS/Criminal Offense.      Second Reading',b'9/2/2015 1:41 PM',b'No',b'PASS',b'98',b'6',b'2',b'14',b'0',b'104'
b'993',b'S',b'387',b'SJR 387',b'SBE Confirmations.      Second Reading',b'6/28/2016 5:18 PM',b'Aye',b'PASS',b'48',b'0',b'1',b'1',b'0',b'48'
b'997',b'S',b'279',b'SB 279',b'Amend Qualifications/Practice of Counseling.      A1 Fisher   Second Reading',b'9/16/2015 2:21 PM',b'Aye',b'PASS',b'107',b'2',b'3',b'8',b'0',b'109'
b'998',b'S',b'279',b'SB 279',b'Amend Qualifications/Practice of Counseling.      A2 Floyd   Second Reading',b'9/16/2015 2:23 PM',b'Aye',b'PASS',b'110',b'0',b'2',b'8',b'0',b'110'
b'999',b'S',b'279',b'SB 279',b'Amend Qualifications/Practice of Counseling.      Second Reading',b'9/16/2015 2:26 PM',b'Aye',b'PASS',b'108',b'2',b'2',b'8',b'0',b'110'
b'999',b'S',b'481',b'SB 481',b'Fund Sm Business/DOR Rulings/City Rt of Way.      Motion 9 To Concur',b'6/28/2016 5:26 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'1000',b'S',b'482',b'SB 482',b'LLC Clarifications and Emp. Invention Ownership.      Motion 9 To Concur',b'6/28/2016 5:27 PM',b'No',b'FAIL',b'1',b'48',b'0',b'1',b'0',b'49'
b'1000',b'S',b'400',b'SB 400',b'School Access for Boy Scouts/Girl Scouts.      Second Reading',b'9/16/2015 2:30 PM',b'Aye',b'PASS',b'110',b'0',b'2',b'8',b'0',b'110'
b'1008',b'S',b'774',b'SB 774',b'Marvin and Asheboro/Deannexation.      For Concurrence  Third Reading',b'6/29/2016 3:06 PM',b'Aye',b'PASS',b'48',b'0',b'2',b'0',b'0',b'48'
b'1009',b'S',b'852',b'SB 852',b'Town of Bakersville/Town of Clyde/Deannex.      For Concurrence  Third Reading',b'6/29/2016 3:07 PM',b'Aye',b'PASS',b'50',b'0',b'0',b'0',b'0',b'50'
b'1012',b'S',b'370',b'SB 370',b'E-Signatures/Vehicle Title and Registration.      Second Reading',b'9/22/2015 5:38 PM',b'Aye',b'PASS',b'105',b'0',b'0',b'15',b'0',b'105'
b'1014',b'S',b'97',b'SB 97',b'State Advisory Council on Indian Education.      Second Reading',b'9/22/2015 5:42 PM',b'Aye',b'PASS',b'105',b'0',b'0',b'15',b'0',b'105'
b'1015',b'S',b'472',b'SB 472',b'Local Incentives for Historic Rehabilitation.      Second Reading',b'9/22/2015 5:47 PM',b'Aye',b'PASS',b'87',b'18',b'0',b'15',b'0',b'105'
b'1016',b'S',b'195',b'SB 195',b'Motor Vehicle Service Agreement Amendments.      Second Reading',b'9/22/2015 5:50 PM',b'Aye',b'PASS',b'105',b'0',b'0',b'15',b'0',b'105'
b'1019',b'S',b'899',b'SR 899',b'Confirm Grantham/Retirement System Board.      Motion 8 To Adopt',b'6/29/2016 3:33 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'1020',b'S',b'900',b'SR 900',b'Confirm Wright/Retirement System Board.      Motion 8 To Adopt',b'6/29/2016 3:33 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'1021',b'S',b'901',b'SR 901',b'Confirm McCann/Retirement System Board.      Motion 8 To Adopt',b'6/29/2016 3:34 PM',b'Aye',b'PASS',b'49',b'0',b'0',b'1',b'0',b'49'
b'1022',b'S',b'739',b'SB 739',b'Town of Rolesville/Annexation.      For Concurrence  Second Reading',b'6/30/2016 2:44 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'1023',b'S',b'821',b'SB 821',b'GSC Technical Corrections 1.      Amendment 1',b'6/30/2016 2:47 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'1024',b'S',b'821',b'SB 821',b'GSC Technical Corrections 1.      Second Reading',b'6/30/2016 2:49 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'1025',b'S',b'898',b'SB 898',b'2016 PPT Appointments Bill.      Amendment 1',b'6/30/2016 2:51 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
b'1025',b'S',b'238',b'SB 238',b'Stalking by GPS/Criminal Offense.      C RPT Adoption',b'9/24/2015 12:25 PM',b'Aye',b'PASS',b'104',b'0',b'3',b'13',b'0',b'104'
b'1026',b'S',b'605',b'SB 605',b'Various Changes to the Revenue Laws.      Second Reading',b'9/24/2015 12:38 PM',b'Aye',b'PASS',b'75',b'28',b'3',b'14',b'0',b'103'
b'1026',b'S',b'898',b'SB 898',b'2016 PPT Appointments Bill.      Second Reading',b'6/30/2016 2:52 PM',b'Aye',b'PASS',b'47',b'0',b'0',b'3',b'0',b'47'
